fips,county_name,recovery_ratio_2008,recovery_ratio_covid,recovery_gap,peak_to_trough_loss_2008,peak_to_trough_loss_covid,poverty_change_pp,income_change_pct,population_change_pct,density_change_pct,proprietor_share_change_pp,migration_rate_change,high_school_change_pp,bachelors_change_pp,birth_rate_change,recovery_quartile_2008,recovery_quartile_covid,never_recovered_2008,never_recovered_covid
01001,"Autauga County, AL",1.006422634539501,1.0393256254591856,0.032902990919684516,0.04684745193518591,0.031050616758826033,1.6999999999999993,0.15599007444168733,0.06610056292338506,0.06610056292338529,2.071784800300919,-6.669492562481611,,,-2.28038381,Q4: Highest,Q4: Highest,FALSE,FALSE
01003,"Baldwin County, AL",0.9669104927593536,1.0626020975303272,0.0956916047709736,0.06393021301833635,0.03412111546082841,-0.20000000000000107,0.21780607367329097,0.29483074638639484,0.29483074638639484,2.0612228325392614,5.710047725892569,2.2589750420955,5.795072826931104,-2.8657197379999992,Q3,Q4: Highest,FALSE,FALSE
01005,"Barbour County, AL",0.81232822928936,0.909977126674654,0.09764889738529403,0.19630938358853556,0.060886613658642896,1,0.18445834705301278,-0.11063875779082755,-0.11063875779082755,7.202018809385372,2.301759470276427,,,-4.409276867000001,Q1: Lowest,Q1: Lowest,TRUE,TRUE
01007,"Bibb County, AL",0.9437755698421976,0.988695242581253,0.044919672739055394,0.09772063120981878,0.051577955723033475,2.1000000000000014,0.23160356748143007,-0.0019609590872626814,-0.0019609590872626814,-1.1458003552280993,-6.997146127640753,,,-2.229383432999999,Q3,Q2,FALSE,FALSE
01009,"Blount County, AL",0.8941428516775699,1.0176175154987053,0.12347466382113537,0.13133631738015994,0.0378639252923173,3.200000000000001,0.22271529607544038,0.02820056899004264,0.02820056899004264,3.60811073433604,-8.73130809016051,,,-1.338199435,Q2,Q3,FALSE,FALSE
01011,"Bullock County, AL",1.259623861298854,0.9821907782385948,-0.27743308306025916,0.055833088451366475,0.041229568187362786,-4,0.27782450238295486,-0.0826446280991735,-0.0826446280991735,7.235215965313127,-7.4094619549165,,,-7.123907593,Q4: Highest,Q2,FALSE,TRUE
01013,"Butler County, AL",0.920810103538514,0.9654617479574152,0.04465164441890124,0.11776083741039933,0.06561029957910369,-1.5999999999999979,0.3113591595535128,-0.06920647075715514,-0.06920647075715514,-0.49291554517292,-4.902254458135967,,,-4.269237322,Q2,Q1: Lowest,TRUE,TRUE
01015,"Calhoun County, AL",0.8433949863862548,0.9912533146956648,0.14785832830941004,0.1688292179138109,0.03646679137459663,0.09999999999999787,0.27400074710496836,-0.02242472743544066,-0.02242472743544066,1.378732975450339,-3.7619128351023954,6.18806788779078,4.084624946234241,-2.307480365,Q1: Lowest,Q2,TRUE,TRUE
01017,"Chambers County, AL",0.90900888859186,1.0728783458074338,0.16386945721557378,0.19862327073447839,0.03697830775085631,4.000000000000002,0.23923430863614903,-0.0457141217321434,-0.0457141217321434,3.417009740180596,-15.878133459225634,,,-1.0843089209999999,Q2,Q4: Highest,FALSE,FALSE
01019,"Cherokee County, AL",0.9088597776437128,1.0017682125896736,0.0929084349459608,0.10729983624924588,0.04122461351924822,-2.9999999999999982,0.2302547089041096,0.025163385903807844,0.025163385903807844,3.3797071446724836,4.901112509625756,,,-1.9029833308999997,Q2,Q3,TRUE,FALSE
01021,"Chilton County, AL",0.9397321428571428,1.0371836295099623,0.09745148665281955,0.08352367109634551,0.03677975228863761,-0.6999999999999993,0.25285530595265104,0.03607658403488734,0.03607658403488734,3.6635214668119085,-8.873330297621376,,,-1.1977707560000006,Q2,Q4: Highest,FALSE,FALSE
01023,"Choctaw County, AL",0.8259456264775413,0.8917050691244239,0.0657594426468826,0.17828999211977936,0.07329383366249731,0.8000000000000007,0.2634251618636536,-0.11444850872256618,-0.11444850872256607,2.948052675563298,-0.028178658888499797,,,-1.158423203,Q1: Lowest,Q1: Lowest,TRUE,TRUE
01025,"Clarke County, AL",0.7269352049638897,0.997270810073192,0.2703356051093022,0.2725053402502289,0.017739734524252593,-3.400000000000002,0.34312072823121964,-0.10644575578756243,-0.10644575578756243,-0.3933243667189751,-3.253764186451054,,,-0.36272122500000137,Q1: Lowest,Q2,TRUE,FALSE
01027,"Clay County, AL",0.8313748531139835,0.9943734015345268,0.1629985484205433,0.19623971797884843,0.01705029838022165,1.1000000000000014,0.12644061206920498,-0.060347887823926194,-0.06034788782392608,1.859480936845881,-11.980367993504814,,,-0.3994239999999998,Q1: Lowest,Q2,TRUE,FALSE
01029,"Cleburne County, AL",0.8401918316831684,1.0687854107648724,0.22859357908170408,0.16676980198019797,0.023194050991501403,-2.0999999999999996,0.31753944190348937,0.0075005067909994505,0.0075005067909992285,2.4040035440813288,-3.7707969555286986,,,-0.9592274679999999,Q1: Lowest,Q4: Highest,TRUE,FALSE
01031,"Coffee County, AL",0.9740541859897486,0.9997996348902444,0.025745448900495793,0.0652184525262387,0.021862059753328333,-1.5,0.5562345528124066,0.10291204854819003,0.10291204854819003,-0.8523860882104273,-10.955198507794844,,,-2.9864918449999998,Q3,Q3,FALSE,FALSE
01033,"Colbert County, AL",0.8996403318755876,1.004480032434624,0.10483970055903635,0.11358155883434828,0.04046219339144541,-1.9000000000000004,0.24388489208633102,0.013856770546562425,0.013856770546562425,-0.8342461670662327,3.064924132316927,,,-0.7284633310000004,Q2,Q3,FALSE,FALSE
01035,"Conecuh County, AL",0.8398605700225549,0.960720540405304,0.1208599703827491,0.1794135739183924,0.06404803602702025,-2.5,0.5074941027036834,-0.10222453686481658,-0.1022245368648167,1.4311474100220796,-0.5778995504645472,,,-4.128936270999999,Q1: Lowest,Q1: Lowest,TRUE,TRUE
01037,"Coosa County, AL",0.8760402978537013,0.9963818860877685,0.12034158823406715,0.14016644765659225,0.06209150326797386,2.0000000000000018,0.2122191132777569,-0.06783809773581606,-0.06783809773581595,2.249199534155244,-0.7406001097430088,,,-2.4588545435999993,Q2,Q2,TRUE,FALSE
01039,"Covington County, AL",0.8747976740003597,0.9615535761068902,0.0867559021065305,0.11264312691085665,0.04813990044537597,-2.1999999999999993,0.37999384425977234,-0.015465972203768219,-0.015465972203768219,1.1676682354015004,4.222471198006706,,,-1.3515710470000002,Q1: Lowest,Q1: Lowest,TRUE,TRUE
01041,"Crenshaw County, AL",0.907981220657277,0.949188803708326,0.04120758305104899,0.10688575899843511,0.07327509359957207,-1.5,0.3062190855350464,-0.013184293493837762,-0.013184293493837873,-1.2921160936932796,-10.68517319317415,,,-2.3941086948,Q2,Q1: Lowest,TRUE,TRUE
01043,"Cullman County, AL",0.8760470318922012,1.0302398191263156,0.15419278723411434,0.15363404609541642,0.025704519150539618,-2,0.29859162116650517,0.05267919975872126,0.05267919975872126,-1.553300654388312,-1.480635305232525,8.699091652835932,2.5529447993646084,-1.2182903639999996,Q2,Q3,FALSE,FALSE
01045,"Dale County, AL",1.0210395411400437,1.0182017051828585,-0.0028378359571852307,0.0645652504948987,0.02153915189589406,1.4000000000000021,0.09477362061435435,-0.006385386356288381,-0.006385386356288492,2.4776261995599764,-1.9773422661031967,,,-2.996321814999998,Q4: Highest,Q3,FALSE,FALSE
01047,"Dallas County, AL",1.0064167854960278,0.9201663893510816,-0.08625039614494612,0.13471854417057105,0.07108153078202994,-4.199999999999999,0.23101964046732015,-0.15834728696203104,-0.15834728696203104,0.1100443689269398,-9.30355252136141,,,-5.243070219,Q4: Highest,Q1: Lowest,FALSE,TRUE
01049,"DeKalb County, AL",0.8677262577170629,0.9939597964048708,0.12623353868780784,0.14248653618809926,0.03176341730558596,-0.1999999999999993,0.2452050171550706,0.029704823614110865,0.029704823614111087,0.1124458208691892,-2.021241245619456,7.2068377893796765,0.272040353114674,-4.436115777000001,Q1: Lowest,Q2,FALSE,FALSE
01051,"Elmore County, AL",0.9727407873295406,1.0404759443956384,0.06773515706609778,0.041053203350581824,0.03436514908790245,0.09999999999999964,0.26664362815847786,0.052966651107307694,0.052966651107307694,-1.3869103647769443,-16.506984152669613,9.611745015332176,3.2579387508146596,-1.7146352710000006,Q3,Q4: Highest,FALSE,FALSE
01053,"Escambia County, AL",0.9776873319281923,0.9820982839313572,0.004410952003164881,0.055018533323642704,0.05070202808112323,-1.8999999999999986,0.2339159323992488,-0.03187187822088322,-0.03187187822088322,1.7344224704095939,-1.4671204917487768,,,-1.710211696,Q3,Q2,TRUE,TRUE
01055,"Etowah County, AL",0.905725853094274,0.9193395051947758,0.013613652100501805,0.11858788984295054,0.09724077050182212,1.4000000000000021,0.21533032185206102,-0.015641092277631774,-0.015641092277632107,1.0349639210932737,-4.356920746327592,4.5810099308626775,2.3723471567433574,-1.515693744,Q2,Q1: Lowest,TRUE,TRUE
01057,"Fayette County, AL",0.8204785456489774,0.9895768993205682,0.16909835367159087,0.21293944659804842,0.02872143298332308,-0.1999999999999993,0.22957977584336842,-0.06967984934086624,-0.06967984934086624,5.801374443900928,4.529963049142353,,,0.08748975999999864,Q1: Lowest,Q2,TRUE,TRUE
