fips,county_name,peak_year_2008,peak_employment_2008,trough_year_2008,trough_employment_2008,recovery_employment_2008,n_recovery_years_2008,recovery_ratio_2008,flag_tiny_base_2008,flag_implausible_2008,never_recovered_2008,peak_year_covid,peak_employment_covid,trough_year_covid,trough_employment_covid,recovery_employment_covid,n_recovery_years_covid,recovery_ratio_covid,flag_tiny_base_covid,flag_implausible_covid,never_recovered_covid,poverty_rate_2007,median_hh_income_2007,total_population_2007,rucc_2003_2007,population_density_2007,poverty_rate_2019,median_hh_income_2019,total_population_2019,rucc_2013_2019,population_density_2019,proprietor_share_2007,proprietor_share_2019,net_migration_rate_2007,net_migration_rate_2019,pct_hs_plus_2007,pct_bachelors_plus_2007,pct_hs_plus_2019,pct_bachelors_plus_2019,birth_rate_2007,birth_rate_2019,wealth_band_2008,wealth_band_covid,pre_unemployment_2007,pre_unemployment_2019,working_age_share_2007,working_age_share_2019,share_agriculture_2007,share_mining_2007,share_utilities_2007,share_construction_2007,share_manufacturing_2007,share_wholesale_trade_2007,share_retail_2007,share_transportation_2007,share_information_2007,share_finance_2007,share_real_estate_2007,share_professional_services_2007,share_management_2007,share_administrative_waste_2007,share_education_services_2007,share_healthcare_2007,share_arts_entertainment_2007,share_accommodation_food_2007,share_other_services_2007,share_agriculture_2019,share_mining_2019,share_utilities_2019,share_construction_2019,share_manufacturing_2019,share_wholesale_trade_2019,share_retail_2019,share_transportation_2019,share_information_2019,share_finance_2019,share_real_estate_2019,share_professional_services_2019,share_management_2019,share_administrative_waste_2019,share_education_services_2019,share_healthcare_2019,share_arts_entertainment_2019,share_accommodation_food_2019,share_other_services_2019,pop_trend_2007,pop_trend_2019
01001,"Autauga County, AL",2007,23822,2009,22706,23975,2,1.006422634539501,FALSE,FALSE,FALSE,2019,25861,2020,25058,26878,2,1.0393256254591856,FALSE,FALSE,FALSE,10.4,50375,52405,2,88.15637853159616,12.1,58233,55869,2,93.9835647778217,0.29228717492776174,0.3130050229307709,12.88045033870814,6.21095777622653,NA,NA,NA,NA,13.483055216,11.202671406,higher,middle,3.4,2.9,52.50453201030436,52.828939125454184,NA,0.36274598712251743,1.1154439104017413,5.1056497687494335,NA,1.587013693661014,21.873583023487804,1.559807744626825,NA,3.0107916931168948,0.98848281490886,4.280402648045706,NA,3.437018227985853,0.5985308787521538,10.519633626553006,3.5186360750884194,19.905686043348144,7.2005078443819714,0.7471763683753258,0.6950477845351868,1.476976542137272,4.335360556038228,10.295395308427455,2.0677671589921807,22.927888792354473,0.9730668983492616,1.05994787141616,3.1364031277150306,1.0251954821894005,2.3284100781928756,NA,2.3979148566463944,1.3814074717636835,13.770634231103388,2.9105125977410946,21.337966985230235,7.089487402258905,2.521775153277317,0.2361812261763241
01003,"Baldwin County, AL",2007,80932,2009,75758,78254,2,0.9669104927593536,FALSE,FALSE,FALSE,2019,103455,2020,99925,109931.5,2,1.0626020975303272,FALSE,FALSE,FALSE,10.3,49163,172404,4,108.4380998865326,10.1,59871,223234,3,140.40898581280143,0.26457457133613715,0.28518679966152977,14.112201573049347,19.822249298941916,88.25048857167134,26.431302574560284,90.50946361376684,32.22637540149139,13.312591004,10.446871266,higher,higher,3.2,2.7,52.85318206074105,50.63968750279975,0.1208394789685995,0.09596076271035844,NA,9.992358680006395,8.679117871803529,4.131643950029321,23.304248929326675,1.7663888543351165,1.2226111989764186,2.9161409556981144,3.7531320526717966,3.82776820144652,0.40516766477706895,4.693192117001049,0.9080731434257991,11.671672027437667,2.01695306807883,14.877472322428163,5.185435288681961,0.00894401049430564,0.07304275237016278,0.421859161648083,6.02528173633057,6.803410649335162,3.831017828394252,20.203029038220738,1.8037087830183056,1.1671933695068868,2.534136306719933,3.0156222049967205,3.257110488342973,0.8332836443861428,6.854093375469561,2.374634786238149,13.138751416134994,2.4417148649454417,20.27010911692803,4.922187108699541,2.8786266033410834,2.3183747427257817
01005,"Barbour County, AL",2006,10188,2013,8188,8276,2,0.81232822928936,FALSE,FALSE,TRUE,2019,9181,2021,8622,8354.5,2,0.909977126674654,FALSE,FALSE,TRUE,26.1,30370,27757,6,31.36355829551823,27.1,35972,24686,6,27.89353316580189,0.17730345072927783,0.24932363882313155,-3.3144792304643875,-1.0127197601879607,NA,NA,NA,NA,14.740605815,10.331328948,lower,lower,6.4,3.7,54.548402204849225,51.62035161630074,1.4099438142690557,NA,NA,1.9930032863352063,44.630552316336264,NA,10.86610834305099,12.339658645181808,0.37103784586027777,2.4700519452984206,0.5194529842043889,NA,NA,NA,1.060108131029365,8.237040178098166,0.9222940739955476,7.092123396586452,NA,1.8859712752067317,1.175105179167271,1.4217321920789203,1.320179892644712,39.5183519512549,1.0155229943420865,11.38836500797911,13.361381111272305,1.291164949949224,2.2486580589003338,0.493254025823299,1.3782097780356883,NA,1.8569563325112433,0.8559408095169012,8.356303496300594,0.5657913825620194,8.893079936167126,2.959524154939794,-0.6312119629931834,-1.3598174624979587
01007,"Bibb County, AL",2006,8555,2009,7719,8074,2,0.9437755698421976,FALSE,FALSE,FALSE,2019,8492,2020,8054,8396,2,0.988695242581253,FALSE,FALSE,FALSE,18.2,38907,22438,1,36.046717110864776,20.3,47918,22394,1,35.97603097338024,0.27056672760511885,0.25910872405283786,6.952491309385863,-0.0446548182548897,NA,NA,NA,NA,12.953004442,10.723621009,middle,lower,4.2,3.2,54.897940992958375,55.08618379923194,4.605678233438486,NA,NA,16.782334384858043,14.353312302839116,1.9558359621451105,15.993690851735016,5.110410094637224,0.7886435331230284,2.9022082018927446,NA,1.5772870662460567,NA,NA,NA,18.201892744479498,NA,8.07570977917981,5.457413249211356,1.4679827891672994,NA,0.43027081751455326,20.374588711718552,18.046064287522142,2.531004808909137,12.984054669703871,4.176157934700076,0.6074411541381929,1.7970134143254872,0.43027081751455326,2.050113895216401,NA,2.40445456846368,1.9994937990382184,18.273854720323968,0.2531004808909137,8.352315869400153,2.9865856745127815,1.7201000254730703,-0.17295107330895787
01009,"Blount County, AL",2006,26139,2010,22706,23372,2,0.8941428516775699,FALSE,FALSE,FALSE,2019,25486,2020,24521,25935,2,1.0176175154987053,FALSE,FALSE,FALSE,13.1,43266,56240,1,87.20853601616398,16.3,52902,57826,1,89.66786635260843,0.3345323741007194,0.3706134814440798,13.175675675675675,4.444367585515166,NA,NA,NA,NA,12.601467513,11.263268078,middle,middle,3.3,2.8,53.18812233285917,50.66406114896414,0.6796116504854369,NA,NA,11.955617198335643,19.958391123439668,5.464632454923717,18.058252427184467,2.3855755894590844,1.8030513176144245,3.841886269070735,0.5686546463245492,2.2884882108183082,NA,5.561719833564494,NA,11.067961165048544,0.4854368932038835,7.309292649098475,7.267683772538142,0.26373626373626374,NA,NA,7.824175824175824,16.16117216117216,5.611721611721611,17.714285714285715,3.838827838827839,0.8791208791208791,3.15018315018315,0.3663003663003663,3.956043956043956,NA,3.3846153846153846,0.1904761904761905,14.432234432234432,0.5567765567765568,12.63003663003663,8.776556776556777,1.3766290838617135,0.0609216402991164
01011,"Bullock County, AL",2006,3403,2009,3213,4286.5,2,1.259623861298854,FALSE,FALSE,FALSE,2019,4099,2021,3930,4026,2,0.9821907782385948,FALSE,FALSE,TRUE,34,24969,11011,6,17.67940720759776,30,31906,10101,6,16.218299173911994,0.1891211281792999,0.2614732878324312,1.2714558169103625,-6.138006138006138,NA,NA,NA,NA,17.876065423,10.75215783,lower,lower,9.6,4.4,53.99146308237217,54.18275418275418,NA,NA,NA,4.905467552376086,NA,NA,13.336739908022484,1.021972406745018,NA,NA,NA,NA,NA,NA,NA,12.57026060296372,NA,5.7741440981093515,2.912621359223301,17.515769044153323,NA,NA,2.037845705967977,35.22561863173217,0.8733624454148472,11.06259097525473,NA,NA,2.1348859776807374,0.29112081513828236,1.3585638039786512,NA,NA,NA,17.224648229015042,0.727802037845706,5.046094129063562,2.4745269286754,-0.7184219379373413,-0.6945120382407799
01013,"Butler County, AL",2006,8789,2009,7754,8093,2,0.920810103538514,FALSE,FALSE,TRUE,2019,8078,2020,7548,7799,2,0.9654617479574152,FALSE,FALSE,TRUE,23.2,30460,20894,6,26.896177972527124,21.6,39944,19448,6,25.034788418192186,0.2315270935960591,0.2265979381443299,1.1486551163013303,-3.753599341834636,NA,NA,NA,NA,15.170232742,10.90099542,lower,lower,6.3,4.2,50.42595960562841,49.413821472645004,3.397063844315466,NA,NA,4.9504950495049505,22.994195971321272,1.4510071696824856,18.572891771935815,2.5776715602594744,NA,2.816660976442472,0.9388869921474906,1.3315124615909868,NA,3.9091840218504608,NA,NA,NA,11.608057357459884,4.421304199385456,2.38594228599065,NA,NA,4.8041270353054975,22.940512655166856,1.3864259229405127,14.525229727551183,6.496856359825891,2.6438819925842334,2.4826696759632436,0.6609704981460583,0.8544252780912461,NA,5.352248911816863,NA,17.894567144929873,1.9184265677897792,12.21989359987103,1.7410930195066905,-0.29126153619655204,-0.8667807020653617
01015,"Calhoun County, AL",2007,53255,2013,44264,44915,2,0.8433949863862548,FALSE,FALSE,TRUE,2019,48647,2020,46873,48221.5,2,0.9912533146956648,FALSE,FALSE,TRUE,17.1,37478,116211,3,191.801192619819,17.2,47747,113605,3,187.5001031535271,0.1603733365815037,0.1741606663360071,0.2409410468888487,-3.5209717882135467,78.39161953317932,15.207520114713612,84.5796874209701,19.292145060947853,13.442184843,11.134704478,middle,lower,4,3.5,52.412422231974595,51.34457110162405,0.10019060651972043,NA,NA,3.814574067738625,16.932212501832755,5.143932359122233,17.18146718146718,3.8927716142906017,2.118664776892625,2.172425590147109,0.8870534186989883,4.94843849274229,0.315233859537657,6.656566150237036,1.478422364498314,16.250427642832705,0.8088558721470114,11.46082791652412,5.021748692634769,0.195907705703091,NA,0.478885502829778,2.7018937744884632,18.744558119286022,5.860905528950806,16.929690901175448,2.7998476273400086,1.227144101001306,2.3781018720069658,0.7972355245973008,2.680126251632564,0.3754897692642577,6.568350021767523,2.133217239878102,17.133761427949498,0.5387461906835003,14.069982585981716,4.323574227252939,0.6470535389149656,-0.4428597551657587
01017,"Chambers County, AL",2006,14963,2009,11991,13601.5,2,0.90900888859186,FALSE,FALSE,FALSE,2019,15766,2020,15183,16915,2,1.0728783458074338,FALSE,FALSE,FALSE,15.6,33904,34847,6,58.41382339235007,19.6,42015,33254,6,55.74348675895225,0.21340976707060447,0.24757986447241043,3.759290613252217,-12.118842845973417,NA,NA,NA,NA,11.674550343,10.590241422,lower,lower,6.6,3.1,52.572674835710394,51.31412762374451,2.1301931727970365,NA,0.9658639851812648,4.776395871923789,33.18338184704948,1.3098703360677428,16.02275734321249,1.4951045250066155,1.8788039163799948,NA,1.0187880391638,NA,NA,1.204022228102673,NA,16.565228896533476,0.42339243186028047,8.282614448266738,5.041016141836464,2.823826917673504,NA,1.2784490025288002,2.2618713121663387,31.343073897162125,1.7280134869345325,15.566170272548469,8.134307389716213,0.8710311885361056,1.840404608035965,0.46361337454341106,2.6130935656083167,NA,3.8774936779994382,NA,10.789547625737567,NA,10.93003652711436,4.313009272267491,-0.6874621829292216,-0.35991672492334814
01019,"Cherokee County, AL",2007,11603,2010,10358,10545.5,2,0.9088597776437128,FALSE,FALSE,TRUE,2019,9897,2020,9489,9914.5,2,1.0017682125896736,FALSE,FALSE,FALSE,18.9,37376,25553,8,46.16438009690671,15.9,45982,26196,6,47.32603220829524,0.29475232957332026,0.3285494010200451,2.504598285915548,7.405710795541304,NA,NA,NA,NA,10.407101316,8.5041179851,middle,lower,4.3,3.4,54.43587837044574,50.51916323102764,1.3734812466983624,NA,NA,4.516640253565769,NA,2.113048071843634,23.745377707342843,2.7469624933967247,NA,3.3544638140517695,1.5055467511885896,1.5319598520866349,NA,NA,NA,10.274696249339671,0.7659799260433174,9.640781827786585,4.410987849973587,1.8818380743982497,NA,2.035010940919037,1.6411378555798688,21.37855579868709,3.1728665207877462,17.155361050328228,2.428884026258206,0.6783369803063457,2.3194748358862145,0.612691466083151,1.1378555798687089,NA,11.531728665207876,NA,15.032822757111598,0.10940919037199125,12.844638949671772,5.9737417943107225,0.8961476810294577,0.13046903818225708
